old_label,final_label,changed,source
debut de crise>?,debut de crise>?,False,unchanged
debut de crise?,debut de crise?,False,unchanged
debut de déviation tête à G,debut de déviation tête à g,True,auto-syntax
debut de reveil,debut de reveil,False,unchanged
debut des signes cliniques,debut des signes cliniques,False,unchanged
debut hpn,debut hpn,False,unchanged
debut nuit,debut nuit,False,unchanged
debut sli 1,debut sli 1,False,unchanged
decharge,decharge,False,unchanged
decharge ?,decharge?,True,auto-syntax
decharge F gauche,decharge f gauche,True,auto-syntax
decharge asymptomatique,decharge asymptomatique,False,unchanged
decharge depointes,decharge depointes,False,unchanged
decharge droite,decharge droite,False,unchanged
decharge eveil?,decharge eveil?,False,unchanged
decharge gauche,decharge gauche,False,unchanged
decharge gauche infra clinique,decharge gauche infra clinique,False,unchanged
decharge infra,decharge infra,False,unchanged
decharge rapide?,decharge rapide?,False,unchanged
decharge rythmique,decharge rythmique,False,unchanged
decharge rythmique gauche,decharge rythmique gauche,False,unchanged
decharge;,decharge;,False,unchanged
decharge?,decharge?,False,unchanged
decharge? s'étire,decharge? s'étire,False,unchanged
decharges gauche,decharges gauche,False,unchanged
deglutit,deglutit,False,unchanged
deglutit ec,deglutit ec,False,unchanged
dejeune,dejeune,False,unchanged
dejeune s ts main g,dejeune s ts main g,False,unchanged
demande de retenir mot,demande de retenir mot,False,unchanged
demande son nom /repond oui,demande son nom /repond oui,False,unchanged
denomme,denomme,False,unchanged
denomme et compte mais fourmis ds mains,denomme et compte mais fourmis ds mains,False,unchanged
denomme le stylo,denomme le stylo,False,unchanged
denomme le télephone,denomme le télephone,False,unchanged
denomme objet,denomme objet,False,unchanged
denomme ok,denomme ok,False,unchanged
"denomme, couleurok","denomme, couleurok",False,unchanged
desat,desat,False,unchanged
description sensation pdt hpn,description sensation pdt hpn,False,unchanged
deserre les poings,deserre les poings,False,unchanged
desire faire un somme,desire faire un somme,False,unchanged
desorientée,desorientée,False,unchanged
desserre les poings,desserre les poings,False,unchanged
deviation tête et yeux à Gauche,deviation tête et yeux à gauche,True,auto-syntax
"di' ""c'est passé"" à l'IDE","di' ""c'est passé"" à l'ide",True,auto-syntax
difficile de pursuivre l'hpn,difficile de pursuivre l'hpn,False,unchanged
difficulte a rouver ses mots,difficulte a rouver ses mots,False,unchanged
difficulte a trouver ses mots,difficulte a trouver ses mots,False,unchanged
difficulté à parler,difficulté à parler,False,unchanged
difficulté à trouver ses mots,difficulté à trouver ses mots,False,unchanged
difficultés respiratoires abdo,difficultés respiratoires abdo,False,unchanged
difficultés à parler,difficultés à parler,False,unchanged
diffusion PO à droite,diffusion po à droite,True,auto-syntax
diffusion des PO à la région temp D,diffusion des po à la région temp d,True,auto-syntax
diffusion sur T4 et T6 et T3,diffusion sur t4 et t6 et t3,True,auto-syntax
différence de sensation main dte et gch,différence de sensation main dte et gch,False,unchanged
dificulté à s'expreimer,dificulté à s'expreimer,False,unchanged
diminution des nausées,diminution des nausées,False,unchanged
diminution du pouls,diminution du pouls,False,unchanged
dis resentir des tremblements/yeux,dis resentir des tremblements/yeux,False,unchanged
disparait plus facilement la sensation,disparait plus facilement la sensation,False,unchanged
disparition des scintillements,disparition des scintillements,False,unchanged
disparition rythme fond P4O2,disparition rythme fond p4o2,True,auto-syntax
dispartion des fourmillements,dispartion des fourmillements,False,unchanged
"dit ""oh la la""","dit ""oh la la""",False,unchanged
"dit ""voilà voilà""","dit ""voilà voilà""",False,unchanged
"dit ""voilà voilà"" ar est en crise","dit ""voilà voilà"" ar est en crise",False,unchanged
"dit ""voilà voilà""""","dit ""voilà voilà""""",False,unchanged
"dit ""voilà""","dit ""voilà""",False,unchanged
"dit ""voilà"" ler ,réfléchir","dit ""voilà"" ler,réfléchir",True,auto-syntax
dit au revoir,dit au revoir,False,unchanged
dit avoir chaud et froid,dit avoir chaud et froid,False,unchanged
dit avoir eu la tête qui tourne,dit avoir eu la tête qui tourne,False,unchanged
dit avoir eu sursaut épaule,dit avoir eu sursaut épaule,False,unchanged
dit avoir fait une crise,dit avoir fait une crise,False,unchanged
dit avoir la tête qui tourne,dit avoir la tête qui tourne,False,unchanged
dit avoir leger spasme joue gche,dit avoir leger spasme joue gche,False,unchanged
dit avoir les mains moites,dit avoir les mains moites,False,unchanged
dit avoir les yeux qui vrillent,dit avoir les yeux qui vrillent,False,unchanged
dit avoir main moites,dit avoir main moites,False,unchanged
dit avoir vu des flashs violets,dit avoir vu des flashs violets,False,unchanged
dit des mots incompréhensibles,dit des mots incompréhensibles,False,unchanged
dit etre à londres,dit etre à londres,False,unchanged
dit livre scolaire (mais a eu indice),dit livre scolaire (mais a eu indice),False,unchanged
dit ne pas avoir de douleur,dit ne pas avoir de douleur,False,unchanged
dit ne pas se sentir bien à son ami,dit ne pas se sentir bien à son ami,False,unchanged
dit ne rien ressentir,dit ne rien ressentir,False,unchanged
dit ne rien sentir de particulier,dit ne rien sentir de particulier,False,unchanged
dit ne se sentir bien,dit ne se sentir bien,False,unchanged
"dit peut parler ,réfléchir","dit peut parler,réfléchir",True,auto-syntax
dit porte clé,dit porte clé,False,unchanged
dit qu'elle a besoin appeler,dit qu'elle a besoin appeler,False,unchanged
dit qu'elle fait une crise,dit qu'elle fait une crise,False,unchanged
"dit qu'elle n'arrivait plus à parler, n","dit qu'elle n'arrivait plus à parler, n",False,unchanged
dit qu'elle sait où elle est,dit qu'elle sait où elle est,False,unchanged
dit qu'elle tremble,dit qu'elle tremble,False,unchanged
dit qu'elle va vomir,dit qu'elle va vomir,False,unchanged
dit qu'en bougeant la jbe la sensation,dit qu'en bougeant la jbe la sensation,False,unchanged
"dit qu'il a de ""l'eau dans le ventre""","dit qu'il a de ""l'eau dans le ventre""",False,unchanged
dit qu'il ne se sent pas bien à sa mére,dit qu'il ne se sent pas bien à sa mére,False,unchanged
dit qu'il va bien,dit qu'il va bien,False,unchanged
dit qu'on est entre l'été et l'hiver,dit qu'on est entre l'été et l'hiver,False,unchanged
"dit que ""ça va""","dit que ""ça va""",False,unchanged
dit que a chaud au crâne depuis dernier,dit que a chaud au crâne depuis dernier,False,unchanged
dit que ca va,dit que ca va,False,unchanged
dit que ca va mieux,dit que ca va mieux,False,unchanged
dit que ce n'est pas une crise,dit que ce n'est pas une crise,False,unchanged
dit que crane genant et gratte,dit que crane genant et gratte,False,unchanged
dit que la sensation de palpitation,dit que la sensation de palpitation,False,unchanged
dit que la sensation disparait,dit que la sensation disparait,False,unchanged
dit que la sensation est moins intense,dit que la sensation est moins intense,False,unchanged
dit ressenti sensation pdt HPN,dit ressenti sensation pdt hpn,True,auto-syntax
dit retrouvé son état normal,dit retrouvé son état normal,False,unchanged
"dit rythme cardiaque pas normal,tachycar","dit rythme cardiaque pas normal,tachycar",False,unchanged
dit se sentie different,dit se sentie different,False,unchanged
dit se sentir moins bien que lundi,dit se sentir moins bien que lundi,False,unchanged
"dit voilà voilà ""","dit voilà voilà """,False,unchanged
dit voià,dit voià,False,unchanged
"dit"" voilà voilà""","dit"" voilà voilà""",False,unchanged
dleur a dte,dleur a dte,False,unchanged
dlr pied gche,dlr pied gche,False,unchanged
doit sortir de la SdB,doit sortir de la sdb,True,auto-syntax
donne son nom +,donne son nom +,False,unchanged
donne son prénom,donne son prénom,False,unchanged
donne son âge,donne son âge,False,unchanged
dors,dors,False,unchanged
dors toujours,dors toujours,False,unchanged
dort,dort,False,unchanged
dort 40 sec,dort 40 sec,False,unchanged
dort E,dort e,True,auto-syntax
dort e,dort e,False,unchanged
dort missement,dort missement,False,unchanged
dort sur le coté g,dort sur le coté g,False,unchanged
douleur a dte,douleur a dte,False,unchanged
douleur arriere droit cervicale,douleur arriere droit cervicale,False,unchanged
douleur arriere droite,douleur arriere droite,False,unchanged
douleur derrier etete,douleur derrier etete,False,unchanged
douleur tete roite,douleur tete roite,False,unchanged
douleur thoracique signalée,douleur thoracique signalée,False,unchanged
douleur tmeporal droite,douleur tmeporal droite,False,unchanged
douleur à l'estomac,douleur à l'estomac,False,unchanged
doute applitissement,doute applitissement,False,unchanged
doute sur clonies palpébrales,doute sur clonies palpébrales,False,unchanged
droite,droite,False,unchanged
drole de sensation,drole de sensation,False,unchanged
du côté droit,du côté droit,False,unchanged
duckface,duckface,False,unchanged
dystonie MSD,dystonie msd,True,auto-syntax
dystonie MSD ale tête à G,dystonie msd ale tête à g,True,auto-syntax
dystonie de la main droite,dystonie de la main droite,False,unchanged
dystonie du MSD,dystonie du msd,True,auto-syntax
dystonire MSD,dystonire msd,True,auto-syntax
début,début,False,unchanged
début ??,début?,True,auto-syntax
début HPN,début hpn,True,auto-syntax
début contraction memb sup,début contraction memb sup,False,unchanged
début crise,début crise,False,unchanged
début crise (automatismes oroalim,début crise (automatismes oroalim,False,unchanged
début crise?,début crise?,False,unchanged
début de crise,début de crise,False,unchanged
début de crise ?,début de crise?,True,auto-syntax
début de crise bras,début de crise bras,False,unchanged
début de crise?,début de crise?,False,unchanged
début déviation de la tête,début déviation de la tête,False,unchanged
début injection rivotril,début injection rivotril,False,unchanged
début mouvement,début mouvement,False,unchanged
début mozart,début mozart,False,unchanged
début rock,début rock,False,unchanged
début sensation,début sensation,False,unchanged
début sensation ?,début sensation?,True,auto-syntax
début tachycardie,début tachycardie,False,unchanged
début techno,début techno,False,unchanged
début test NPA,début test npa,True,auto-syntax
début tremblements,début tremblements,False,unchanged
début électrique,début électrique,False,unchanged
début électrique?,début électrique?,False,unchanged
débute à G,débute à g,True,auto-syntax
décahrge de PO,décahrge de po,True,auto-syntax
décahrge infraclinique ?,décahrge infraclinique?,True,auto-syntax
décahrge rapide,décahrge rapide,False,unchanged
décgarge rapide,décgarge rapide,False,unchanged
déchage d'OL rythmmiques. CI?,déchage d'ol rythmmiques. ci?,True,auto-syntax
décharge,décharge,False,unchanged
décharge ?,décharge?,True,auto-syntax
décharge Gauche rales,décharge gauche rales,True,auto-syntax
décharge IC,décharge ic,True,auto-syntax
décharge IC D jambes,décharge ic d jambes,True,auto-syntax
décharge PPO,décharge ppo,True,auto-syntax
décharge R?,décharge r?,True,auto-syntax
décharge courte,décharge courte,False,unchanged
décharge d epointes rythmiques,décharge d epointes rythmiques,False,unchanged
décharge d'OL,décharge d'ol,True,auto-syntax
décharge d'OL rythmiques,décharge d'ol rythmiques,True,auto-syntax
décharge d'ondes lentes frontales,décharge d'ondes lentes frontales,False,unchanged
décharge de bouche,décharge de bouche,False,unchanged
décharge de pointes rythmiques,décharge de pointes rythmiques,False,unchanged
décharge de ptes rythm D,décharge de ptes rythm d,True,auto-syntax
décharge dt,décharge dt,False,unchanged
décharge ec,décharge ec,False,unchanged
décharge eil crise?,décharge eil crise?,False,unchanged
décharge fragmentée,décharge fragmentée,False,unchanged
décharge frontale bilat,décharge frontale bilat,False,unchanged
décharge fronto temp,décharge fronto temp,False,unchanged
décharge infra,décharge infra,False,unchanged
décharge infra clinique,décharge infra clinique,False,unchanged
décharge infra-clinique,décharge infra clinique,True,auto-syntax
décharge infraclinique,décharge infraclinique,False,unchanged
décharge infraclinique 7?,décharge infraclinique 7?,False,unchanged
décharge infraclinique ?,décharge infraclinique?,True,auto-syntax
décharge infraclinique D,décharge infraclinique d,True,auto-syntax
décharge infraclinique/apnée,décharge infraclinique/apnée,False,unchanged
décharge lente,décharge lente,False,unchanged
décharge ou amorce de crise,décharge ou amorce de crise,False,unchanged
décharge quement,décharge quement,False,unchanged
décharge rapide,décharge rapide,False,unchanged
décharge rapide bi post,décharge rapide bi post,False,unchanged
décharge rapide- aplatissement-p rythmiq,décharge rapide aplatissement p rythmiq,True,auto-syntax
décharge ras cliniquement,décharge ras cliniquement,False,unchanged
décharge rythme rapides,décharge rythme rapides,False,unchanged
décharge rythmes rapides vs polypointes?,décharge rythmes rapides vs polypointes?,False,unchanged
décharge rythmique,décharge rythmique,False,unchanged
décharge rythmique FT D,décharge rythmique ft d,True,auto-syntax
décharge rythmique centrale,décharge rythmique centrale,False,unchanged
décharge sous Fz CZ?,décharge sous fz cz?,True,auto-syntax
décharge ythmiques,décharge ythmiques,False,unchanged
décharge électrique pied gauche,décharge électrique pied gauche,False,unchanged
décharge?,décharge?,False,unchanged
décharges,décharges,False,unchanged
décharges électriques main gch aussi,décharges électriques main gch aussi,False,unchanged
décharhe,décharhe,False,unchanged
déchérge,déchérge,False,unchanged
décrit sa sensation,décrit sa sensation,False,unchanged
"décrit une ""absence toute simple""","décrit une ""absence toute simple""",False,unchanged
dégluti N,dégluti n,True,auto-syntax
déglutit,déglutit,False,unchanged
déglutit c,déglutit c,False,unchanged
déjeuner,déjeuner,False,unchanged
dénomme,dénomme,False,unchanged
dénomme clé,dénomme clé,False,unchanged
dénomme crayohn,dénomme crayohn,False,unchanged
dénomme le bateau,dénomme le bateau,False,unchanged
dénomme le ciseau,dénomme le ciseau,False,unchanged
dénomme le crayon,dénomme le crayon,False,unchanged
dénomme le mot bateau,dénomme le mot bateau,False,unchanged
dénomme le stylo,dénomme le stylo,False,unchanged
dénomme le téléphone,dénomme le téléphone,False,unchanged
dénomme les clés et la montre,dénomme les clés et la montre,False,unchanged
dénomme montre,dénomme montre,False,unchanged
dénomme ok ché du pied dt mais pas gch,dénomme ok ché du pied dt mais pas gch,False,unchanged
dénomme ok gch non habituel des crises,dénomme ok gch non habituel des crises,False,unchanged
dénomme pas,dénomme pas,False,unchanged
dénomme pas les m&ms,dénomme pas les mms,True,auto-syntax
dénomme stylo à billes,dénomme stylo à billes,False,unchanged
désat,désat,False,unchanged
désaturation,désaturation,False,unchanged
désigne,désigne,False,unchanged
désigne après la bouffée,désigne après la bouffée,False,unchanged
désigne avec plus de lenteur,désigne avec plus de lenteur,False,unchanged
désorientée,désorientée,False,unchanged
déviation des yeux ?,déviation des yeux?,True,auto-syntax
déviation du regard vers la <g,déviation du regard vers la <g,False,unchanged
déviation regard =>D,déviation regard =>d,True,auto-syntax
déviation tete vers la droite,déviation tete vers la droite,False,unchanged
déviation tête vers la droite,déviation tête vers la droite,False,unchanged
déviation tête à gauche,déviation tête à gauche,False,unchanged
déviation tête=>G,déviation tête=>g,True,auto-syntax
déviation yx D,déviation yx d,True,auto-syntax
dévie de plus en plus vers la droite.,dévie de plus en plus vers la droite.,False,unchanged
dévitaion totale tête à G,dévitaion totale tête à g,True,auto-syntax
dévition tête et yeux à G,dévition tête et yeux à g,True,auto-syntax
e frotte les yeux,e frotte les yeux,False,unchanged
e verifiée,e verifiée,False,unchanged
ecg = coeur,ecg = coeur,False,unchanged
ecg ?,ecg?,True,auto-syntax
ecg1 = VNS,ecg1 = vns,True,auto-syntax
ecg1=VNS,ecg1=vns,True,auto-syntax
ecg2 =sterno-cléido-mastoïdien droit,ecg2 =sterno cléido mastoïdien droit,True,auto-syntax
ecg=vns,ecg=vns,False,unchanged
ecg?,ecg?,False,unchanged
elec verrif,elec verrif,False,unchanged
electrochoc+maindte qui tremble,electrochoc+maindte qui tremble,False,unchanged
electrode T5 intalée a nouveau,electrode t5 intalée a nouveau,True,auto-syntax
electrode veridfiee,electrode veridfiee,False,unchanged
electrode verifiée,electrode verifiée,False,unchanged
electrode vérifiée,electrode vérifiée,False,unchanged
electrodes verifier,electrodes verifier,False,unchanged
electrodes verifié,electrodes verifié,False,unchanged
elevation de la main droite,elevation de la main droite,False,unchanged
elevation du msg,elevation du msg,False,unchanged
elevation du pouls,elevation du pouls,False,unchanged
elle confirme qu'elle l'a sentie venir,elle confirme qu'elle l'a sentie venir,False,unchanged
"elle dit ""bonjour""","elle dit ""bonjour""",False,unchanged
"elle dit ""je fais une crise""","elle dit ""je fais une crise""",False,unchanged
elle décrit que c'est une petite crise,elle décrit que c'est une petite crise,False,unchanged
elle ne répond pas,elle ne répond pas,False,unchanged
elle pleure après les crises,elle pleure après les crises,False,unchanged
elle précise que n'a pas perdu connaissa,elle précise que n'a pas perdu connaissa,False,unchanged
embrasse Aicha,embrasse aicha,True,auto-syntax
emg 3 = trapez cou gauche,emg 3 = trapez cou gauche,False,unchanged
emg1 verrif,emg1 verrif,False,unchanged
emg2 = trapez cou droit,emg2 = trapez cou droit,False,unchanged
en train d'en fair eune,en train d'en fair eune,False,unchanged
encas,encas,False,unchanged
endormissement,endormissement,False,unchanged
endormissement 1,endormissement 1,False,unchanged
endormissement*,endormissement,True,auto-syntax
endormissemnt,endormissemnt,False,unchanged
endormissemnt 1,endormissemnt 1,False,unchanged
engourdissement main g,engourdissement main g,False,unchanged
enregistrement veille tranquile,enregistrement veille tranquile,False,unchanged
entree soignant,entree soignant,False,unchanged
entretien médical,entretien médical,False,unchanged
entretien neuropsy,entretien neuropsy,False,unchanged
entretien psy,entretien psy,False,unchanged
entrée de Licka,entrée de licka,True,auto-syntax
erreur,erreur,False,unchanged
essai de dénomination sur cahier,essai de dénomination sur cahier,False,unchanged
essai de répondre mais ni arrive pas,essai de répondre mais ni arrive pas,False,unchanged
essaie de désigner,essaie de désigner,False,unchanged
essaie de retirer les fils,essaie de retirer les fils,False,unchanged
est au toilette,est au toilette,False,unchanged
est réveillée par infirmier,est réveillée par infirmier,False,unchanged
est sur son Phone ras cliniquement,est sur son phone ras cliniquement,True,auto-syntax
est éveillé dans son lit,est éveillé dans son lit,False,unchanged
et ?,et?,True,auto-syntax
et aigues stt temporales G >D,et aigues stt temporales g >d,True,auto-syntax
et dans le bras droit,et dans le bras droit,False,unchanged
et de la tête,et de la tête,False,unchanged
et du bras à la jambe à droite,et du bras à la jambe à droite,False,unchanged
et maintenant c'est une sensation de,et maintenant c'est une sensation de,False,unchanged
et redescendu rapidement (intensité),et redescendu rapidement (intensité),False,unchanged
eternue,eternue,False,unchanged
eternue et tousse,eternue et tousse,False,unchanged
ev,ev,False,unchanged
eveil,eveil,False,unchanged
eveil + douleur ?,eveil + douleur?,True,auto-syntax
"eveil , s etire","eveil, s etire",True,auto-syntax
eveil avec petit mouvement de la main D,eveil avec petit mouvement de la main d,True,auto-syntax
eveil se leve,eveil se leve,False,unchanged
eveil?,eveil?,False,unchanged
eveil? decharge?,eveil? decharge?,False,unchanged
eveillée,eveillée,False,unchanged
eveil§?,eveil?,True,auto-syntax
examen clinique,examen clinique,False,unchanged
examen clinique neuro,examen clinique neuro,False,unchanged
examen clinique va débutert,examen clinique va débutert,False,unchanged
examen medical,examen medical,False,unchanged
examen neurologi,examen neurologi,False,unchanged
examen par dr landre,examen par dr landre,False,unchanged
execute ce qu on lui demande,execute ce qu on lui demande,False,unchanged
execute ordre simple,execute ordre simple,False,unchanged
execute un ordre simple,execute un ordre simple,False,unchanged
explication tres precise,explication tres precise,False,unchanged
explications à posteriori:,explications à posteriori:,False,unchanged
explique bien la sensation a droite,explique bien la sensation a droite,False,unchanged
extension MI/MS,extension mi/ms,True,auto-syntax
extension MSD,extension msd,True,auto-syntax
extension MSG,extension msg,True,auto-syntax
extension de la tete,extension de la tete,False,unchanged
extension élévation abduction 2 MS,extension élévation abduction 2 ms,True,auto-syntax
extention de le tete en avant,extention de le tete en avant,False,unchanged
external button,external button,False,unchanged
exécute,exécute,False,unchanged
f,f,False,unchanged
f10 et f8,f10 et f8,False,unchanged
f7 artefact,f7 artefact,False,unchanged
f8,f8,False,unchanged
f8 verifiée,f8 verifiée,False,unchanged
f9 fp1 f7,f9 fp1 f7,False,unchanged
facies figé,facies figé,False,unchanged
fait bruit,fait bruit,False,unchanged
fait de grimaces - se grate,fait de grimaces se grate,True,auto-syntax
fait un bruit,fait un bruit,False,unchanged
ferme Y et AOA,ferme y et aoa,True,auto-syntax
ferme brutalement les yeux,ferme brutalement les yeux,False,unchanged
ferme les Y puis AOA,ferme les y puis aoa,True,auto-syntax
ferme les yeux,ferme les yeux,False,unchanged
ferme les yeux éviés à gauche,ferme les yeux éviés à gauche,False,unchanged
fermeture des yeux,fermeture des yeux,False,unchanged
fg,fg,False,unchanged
figures du sommeil asymétriques,figures du sommeil asymétriques,False,unchanged
figé r,figé r,False,unchanged
fils touché,fils touché,False,unchanged
fin,fin,False,unchanged
fin HPN,fin hpn,True,auto-syntax
fin crise,fin crise,False,unchanged
fin d'interrogatoire medical,fin d'interrogatoire medical,False,unchanged
fin de crise?,fin de crise?,False,unchanged
"fin de la ""crise""","fin de la ""crise""",False,unchanged
fin de la sensation,fin de la sensation,False,unchanged
fin de la sensation type coup de poing,fin de la sensation type coup de poing,False,unchanged
fin de privation de sommeil,fin de privation de sommeil,False,unchanged
fin de sieste,fin de sieste,False,unchanged
fin de temps calme,fin de temps calme,False,unchanged
fin du morceau,fin du morceau,False,unchanged
fin electrique (à D),fin electrique (à d),True,auto-syntax
fin hpn,fin hpn,False,unchanged
fin hpn sec,fin hpn sec,False,unchanged
fin injection laroxyl,fin injection laroxyl,False,unchanged
fin interrogatoire,fin interrogatoire,False,unchanged
fin interrogatoire medeciale,fin interrogatoire medeciale,False,unchanged
fin interrogatoire médical,fin interrogatoire médical,False,unchanged
fin nuit,fin nuit,False,unchanged
fin privatio de sommeil,fin privatio de sommeil,False,unchanged
fin techno,fin techno,False,unchanged
fin temps calme,fin temps calme,False,unchanged
fin électrique,fin électrique,False,unchanged
finn,finn,False,unchanged
fixe l'écran TV,fixe l'écran tv,True,auto-syntax
fixité du regard,fixité du regard,False,unchanged
fl,fl,False,unchanged
fl d,fl d,False,unchanged
fl d?,fl d?,False,unchanged
fl g,fl g,False,unchanged
fl gauche,fl gauche,False,unchanged
flash,flash,False,unchanged
flashs,flashs,False,unchanged
flexion MIG,flexion mig,True,auto-syntax
flexion mSD et poing droit serré,flexion msd et poing droit serré,True,auto-syntax
fort pointu pour du sommeil????,fort pointu pour du sommeil?,True,auto-syntax
forte,forte,False,unchanged
fourmiilements MIG,fourmiilements mig,True,auto-syntax
fourmillement a droite+froid (habituel),fourmillement a droite+froid (habituel),False,unchanged
fourmillement bras gauche,fourmillement bras gauche,False,unchanged
fourmillement jambe g,fourmillement jambe g,False,unchanged
fourmillement main droite,fourmillement main droite,False,unchanged
fourmillement main droite + bouche dt,fourmillement main droite + bouche dt,False,unchanged
fourmillement partout derriere le corps,fourmillement partout derriere le corps,False,unchanged
fourmillement plus a gch,fourmillement plus a gch,False,unchanged
fourmillement tete et dos,fourmillement tete et dos,False,unchanged
fourmillement tjsmain dte + bche dte,fourmillement tjsmain dte + bche dte,False,unchanged
fourmillement toujours au 2 mains,fourmillement toujours au 2 mains,False,unchanged
fourmillements MSG et MIG,fourmillements msg et mig,True,auto-syntax
fourmillements aux bras,fourmillements aux bras,False,unchanged
fourmillements bras gauche,fourmillements bras gauche,False,unchanged
fourmillements dans les mains,fourmillements dans les mains,False,unchanged
fourmillements froidextrémités post HPN,fourmillements froidextrémités post hpn,True,auto-syntax
fourmillements hémiface gauche,fourmillements hémiface gauche,False,unchanged
fourmillements signalés par la patiente,fourmillements signalés par la patiente,False,unchanged
fourmillemt main x2 bouche VISAGE,fourmillemt main x2 bouche visage,True,auto-syntax
fourmis,fourmis,False,unchanged
fragmenté,fragmenté,False,unchanged
"frissons, vertiges","frissons, vertiges",False,unchanged
fronce sourcils,fronce sourcils,False,unchanged
frontal G,frontal g,True,auto-syntax
frontal gauche,frontal gauche,False,unchanged
frontal gauche et ligne med,frontal gauche et ligne med,False,unchanged
fronto temporale,fronto temporale,False,unchanged
frotte la paume droite avec la main gauc,frotte la paume droite avec la main gauc,False,unchanged
fuseau,fuseau,False,unchanged
fuseau + complexe K,fuseau + complexe k,True,auto-syntax
fuseau de sommeil,fuseau de sommeil,False,unchanged
fuseau diffuse,fuseau diffuse,False,unchanged
fuseau?,fuseau?,False,unchanged
fuseau?*,fuseau?,True,auto-syntax
fuseau???,fuseau?,True,auto-syntax
fuseaux,fuseaux,False,unchanged
fuseaux et P vertex,fuseaux et p vertex,True,auto-syntax
fuseaux et Pointes vertex,fuseaux et pointes vertex,True,auto-syntax
fuseaux mieux dessinés à D,fuseaux mieux dessinés à d,True,auto-syntax
fuseaux roite?,fuseaux roite?,False,unchanged
fuseaux versus rr ?,fuseaux versus rr?,True,auto-syntax
fuseaux?,fuseaux?,False,unchanged
fuseaux??,fuseaux?,True,auto-syntax
fuseaux???,fuseaux?,True,auto-syntax
fuseaux??????,fuseaux?,True,auto-syntax
fuseaux???mais posérieur_,fuseaux?mais posérieur ,True,auto-syntax
fy,fy,False,unchanged
g,g,False,unchanged
g N 140 sec,g n 140 sec,True,auto-syntax
g cro réveil,g cro réveil,False,unchanged
gauche,gauche,False,unchanged
gauche revoir,gauche revoir,False,unchanged
gauche rythmique,gauche rythmique,False,unchanged
gauche rythmique revoir,gauche rythmique revoir,False,unchanged
geint,geint,False,unchanged
geint ents MS rents,geint ents ms rents,True,auto-syntax
gene au touché du pied dt mais pas gch,gene au touché du pied dt mais pas gch,False,unchanged
gene cuisse gch mais pense que c'est dû,gene cuisse gch mais pense que c'est dû,False,unchanged
gestes des mains,gestes des mains,False,unchanged
grande inspiration,grande inspiration,False,unchanged
gratte,gratte,False,unchanged
grimace,grimace,False,unchanged
gyration ++ à DROITE,gyration + à droite,True,auto-syntax
gémit,gémit,False,unchanged
gémit quand elle bouge,gémit quand elle bouge,False,unchanged
gêne main G ?,gêne main g?,True,auto-syntax
halo lumineux,halo lumineux,False,unchanged
hausse les sourcils,hausse les sourcils,False,unchanged
hausse les épaules,hausse les épaules,False,unchanged
hemianopsie d,hemianopsie d,False,unchanged
hoche la tête,hoche la tête,False,unchanged
hoche tete,hoche tete,False,unchanged
hochement tete,hochement tete,False,unchanged
hoquet,hoquet,False,unchanged
hors champ,hors champ,False,unchanged
hors champ de la caméra,hors champ de la caméra,False,unchanged
hors champ vidéo,hors champ vidéo,False,unchanged
hpn,hpn,False,unchanged
hpn 180sec,hpn 180sec,False,unchanged
hpn irréalisable,hpn irréalisable,False,unchanged
hyperextension lente en arrière,hyperextension lente en arrière,False,unchanged
hypertonie MI,hypertonie mi,True,auto-syntax
hypoesthésie face ext MIG et bras,hypoesthésie face ext mig et bras,True,auto-syntax
hémiface gauche,hémiface gauche,False,unchanged
héminégligence???,héminégligence?,True,auto-syntax
idem,idem,False,unchanged
idem décharge infraC qq sec,idem décharge infrac qq sec,True,auto-syntax
il decrit une sensation de gonflement,il decrit une sensation de gonflement,False,unchanged
il dit que la sensation est montée,il dit que la sensation est montée,False,unchanged
"il me répond ""hum hum""","il me répond ""hum hum""",False,unchanged
il ne s'agit pas de chaleur aux mains,il ne s'agit pas de chaleur aux mains,False,unchanged
il previent,il previent,False,unchanged
il précise que avant 2 mains engourdies,il précise que avant 2 mains engourdies,False,unchanged
il prévient,il prévient,False,unchanged
im laroxyl 30mg,im laroxyl 30mg,False,unchanged
im larroxyl,im larroxyl,False,unchanged
imite une crise,imite une crise,False,unchanged
immobile,immobile,False,unchanged
immobile +MO,immobile +mo,True,auto-syntax
impression qu'il y a quelque chose,impression qu'il y a quelque chose,False,unchanged
imression d'être en levitation,imression d'être en levitation,False,unchanged
inerrogatoire médical,inerrogatoire médical,False,unchanged
infirmiere,infirmiere,False,unchanged
information de l'époux.,information de l'époux.,False,unchanged
infraclinique,infraclinique,False,unchanged
injection larolxyl,injection larolxyl,False,unchanged
injection laroxyl,injection laroxyl,False,unchanged
injection laroxyl 50mg,injection laroxyl 50mg,False,unchanged
insensibilité a gch toujours presente e,insensibilité a gch toujours presente e,False,unchanged
inspire,inspire,False,unchanged
instabilité,instabilité,False,unchanged
interrOGATOIRE MEDICALE,interrogatoire medicale,True,auto-syntax
interro,interro,False,unchanged
interro médical,interro médical,False,unchanged
interro tech,interro tech,False,unchanged
interrogatoire,interrogatoire,False,unchanged
interrogatoire au sujet de la secousse,interrogatoire au sujet de la secousse,False,unchanged
interrogatoire crise 07h07,interrogatoire crise 07h07,False,unchanged
interrogatoire medical,interrogatoire medical,False,unchanged
